station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,add,lon,lat,open_ymd,close_ymd,e_status,e_sort
1110101,1110101,函館,,,11101,1,040-0063,,140.726413,41.773709,1902-12-10,0000-00-00,0,1110101
1110102,1110102,五稜郭,,,11101,1,041-0813,,140.733539,41.803557,0000-00-00,0000-00-00,0,1110102
1110103,1110103,桔梗,,,11101,1,041-0801,,140.722952,41.846457,1902-12-10,0000-00-00,0,1110103
1110104,1110104,大中山,,,11101,1,041-1121,,140.71358,41.864641,0000-00-00,0000-00-00,0,1110104
1110105,1110105,七飯,,,11101,1,041-1111,,140.688556,41.886971,0000-00-00,0000-00-00,0,1110105
1110106,1110106,新函館北斗,,,11101,1,041-1242,,140.646525,41.9054,1902-12-10,0000-00-00,0,1110106
1110107,1110107,仁山,,,11101,1,041-1101,,140.635183,41.930011,0000-00-00,0000-00-00,0,1110107
1110108,1110108,大沼,,,11101,1,041-1354,,140.669347,41.971954,1903-06-28,0000-00-00,0,1110108
1110109,1110109,大沼公園,,,11101,1,041-1354,,140.669758,41.980958,1907-06-05,0000-00-00,0,1110109
1110110,1110110,赤井川,,,11101,1,049-2142,,140.642678,42.003267,0000-00-00,0000-00-00,0,1110110
1110111,1110111,駒ケ岳,,,11101,1,049-2300,,140.610476,42.038809,0000-00-00,0000-00-00,0,1110111
1110112,1110112,東山,,,11101,1,049-2141,,140.605222,42.06172,1943-02-26,2017-03-04,2,1110112
1110113,1110113,姫川,,,11101,1,049-2306,,140.591632,42.081312,1951-05-19,2017-03-04,2,1110113
1110114,1110114,池田園,,,11101,1,041-1352,,140.700333,41.990692,0000-00-00,0000-00-00,0,1110114
1110115,1110115,流山温泉,,,11101,1,041-1351,,140.716358,42.003483,0000-00-00,0000-00-00,0,1110115
1110116,1110116,銚子口,,,11101,1,041-1351,,140.720656,42.015471,0000-00-00,0000-00-00,0,1110116
1110117,1110117,鹿部,,,11101,1,041-1404,,140.771393,42.06439,0000-00-00,0000-00-00,0,1110117
1110118,1110118,渡島沼尻,,,11101,1,049-2223,,140.747596,42.10706,0000-00-00,0000-00-00,0,1110118
1110119,1110119,渡島砂原,,,11101,1,049-2222,,140.689451,42.12164,0000-00-00,0000-00-00,0,1110119
1110120,1110120,掛澗,,,11101,1,049-2221,,140.64598,42.119205,0000-00-00,0000-00-00,0,1110120
1110121,1110121,尾白内,,,11101,1,049-2301,,140.613449,42.111232,0000-00-00,0000-00-00,0,1110121
1110122,1110122,東森,,,11101,1,049-2302,,140.59353,42.106823,0000-00-00,0000-00-00,0,1110122
1110123,1110123,森,,,11101,1,049-2325,,140.573846,42.108917,0000-00-00,0000-00-00,0,1110123
1110124,1110124,桂川,,,11101,1,049-2321,,140.5427876,42.1156004,1944-09-30,2017-03-04,2,1110124
1110125,1110125,石谷,,,11101,1,049-2464,,140.506525,42.135519,0000-00-00,0000-00-00,0,1110125
1110126,1110126,本石倉,,,11101,1,049-2463,,140.471957,42.159668,0000-00-00,0000-00-00,0,1110126
1110127,1110127,石倉,,,11101,1,049-2463,,140.458436,42.17285,0000-00-00,0000-00-00,0,1110127
1110128,1110128,落部,,,11101,1,049-2562,,140.420755,42.187617,0000-00-00,0000-00-00,0,1110128
1110129,1110129,野田生,,,11101,1,049-2672,,140.37586,42.217104,0000-00-00,0000-00-00,0,1110129
1110130,1110130,山越,,,11101,1,049-2671,,140.326593,42.231172,0000-00-00,0000-00-00,0,1110130
1110131,1110131,八雲,,,11101,1,049-3107,,140.273342,42.253391,0000-00-00,0000-00-00,0,1110131
1110132,1110132,鷲ノ巣,,,11101,1,049-3122,,140.269919,42.278389,1987-04-01,2016-03-26,2,1110132
1110133,1110133,山崎,,,11101,1,049-3342,,140.2746,42.314635,0000-00-00,0000-00-00,0,1110133
1110134,1110134,黒岩,,,11101,1,049-3341,,140.288173,42.368296,0000-00-00,0000-00-00,0,1110134
1110135,1110135,北豊津,,,11101,1,049-3464,,140.297868,42.400969,1944-07-01,2017-03-04,2,1110135
1110136,1110136,国縫,,,11101,1,049-3462,,140.320885,42.439319,0000-00-00,0000-00-00,0,1110136
1110137,1110137,中ノ沢,,,11101,1,049-3512,,140.346077,42.477928,0000-00-00,0000-00-00,0,1110137
1110138,1110138,長万部,,,11101,1,049-3521,,140.37507,42.512477,1903-11-03,0000-00-00,0,1110138
1110201,1110138,長万部,,,11102,1,049-3521,,140.37507,42.512477,0000-00-00,0000-00-00,0,1110201
1110202,1110202,二股,,,11102,1,049-3501,,140.320821,42.575869,0000-00-00,0000-00-00,0,1110202
1110203,1110203,蕨岱,,,11102,1,049-3503,,140.313353,42.626353,1904-10-15,2017-03-04,2,1110203
1110204,1110204,黒松内,,,11102,1,048-0101,,140.305704,42.669608,0000-00-00,0000-00-00,0,1110204
1110205,1110205,熱郛,,,11102,1,048-0134,,140.375084,42.675653,0000-00-00,0000-00-00,0,1110205
1110206,1110206,目名,,,11102,1,048-1261,,140.465742,42.761432,0000-00-00,0000-00-00,0,1110206
1110207,1110207,蘭越,,,11102,1,048-1301,,140.52894,42.804542,0000-00-00,0000-00-00,0,1110207
1110208,1110208,昆布,,,11102,1,048-1302,,140.596107,42.797984,0000-00-00,0000-00-00,0,1110208
1110209,1110209,ニセコ,,,11102,1,048-1512,,140.684588,42.808746,0000-00-00,0000-00-00,0,1110209
1110210,1110210,比羅夫,,,11102,1,044-0077,,140.722615,42.84856,0000-00-00,0000-00-00,0,1110210
1110211,1110211,倶知安,,,11102,1,044-0051,,140.745471,42.90164,0000-00-00,0000-00-00,0,1110211
1110212,1110212,小沢,,,11102,1,048-2142,,140.677657,42.97185,0000-00-00,0000-00-00,0,1110212
1110213,1110213,銀山,,,11102,1,048-2335,,140.715321,43.040888,0000-00-00,0000-00-00,0,1110213
1110214,1110214,然別,,,11102,1,048-2403,,140.737211,43.12551,0000-00-00,0000-00-00,0,1110214
1110215,1110215,仁木,,,11102,1,048-2405,,140.770546,43.154091,0000-00-00,0000-00-00,0,1110215
1110216,1110216,余市,,,11102,1,046-0003,,140.794686,43.186558,0000-00-00,0000-00-00,0,1110216
1110217,1110217,蘭島,,,11102,1,048-2562,,140.854643,43.19651,0000-00-00,0000-00-00,0,1110217
1110218,1110218,塩谷,,,11102,1,048-2672,,140.924546,43.202406,0000-00-00,0000-00-00,0,1110218
1110219,1110219,小樽,,,11102,1,047-0032,,140.993653,43.197172,0000-00-00,0000-00-00,0,1110219
1110301,1110219,小樽,,,11103,1,047-0032,,140.993653,43.197172,0000-00-00,0000-00-00,0,1110301
1110302,1110302,南小樽,,,11103,1,047-0015,,141.007883,43.186529,0000-00-00,0000-00-00,0,1110302
1110303,1110303,小樽築港,,,11103,1,047-0008,,141.029051,43.180752,0000-00-00,0000-00-00,0,1110303
1110304,1110304,朝里,,,11103,1,047-0151,,141.063923,43.176868,0000-00-00,0000-00-00,0,1110304
1110305,1110305,銭函,,,11103,1,047-0261,,141.159868,43.143403,0000-00-00,0000-00-00,0,1110305
1110306,1110306,ほしみ,,,11103,1,006-0859,,141.191402,43.13373,0000-00-00,0000-00-00,0,1110306
1110307,1110307,星置,,,11103,1,006-0851,,141.210856,43.132375,0000-00-00,0000-00-00,0,1110307
1110308,1110308,稲穂,,,11103,1,006-0831,,141.222919,43.128115,0000-00-00,0000-00-00,0,1110308
1110309,1110309,手稲,,,11103,1,006-0021,,141.243785,43.120238,0000-00-00,0000-00-00,0,1110309
1110310,1110310,稲積公園,,,11103,1,006-0011,,141.257113,43.112023,0000-00-00,0000-00-00,0,1110310
1110311,1110311,発寒,,,11103,1,063-0829,,141.277273,43.099819,0000-00-00,0000-00-00,0,1110311
1110312,1110312,発寒中央,,,11103,1,063-0826,,141.294497,43.089271,0000-00-00,0000-00-00,0,1110312
1110313,1110313,琴似,,,11103,1,063-0812,,141.307418,43.081599,0000-00-00,0000-00-00,0,1110313
1110314,1110314,桑園,,,11103,1,060-0011,,141.332036,43.070744,0000-00-00,0000-00-00,0,1110314
1110315,1110315,札幌,,,11103,1,060-0806,,141.350768,43.068612,0000-00-00,0000-00-00,0,1110315
1110316,1110316,苗穂,,,11103,1,060-0033,,141.377522,43.068574,0000-00-00,0000-00-00,0,1110316
1110317,1110317,白石,,,11103,1,003-0029,,141.413612,43.054715,1903-04-21,0000-00-00,0,1110317
1110318,1110318,厚別,,,11103,1,004-0055,,141.46369,43.045154,0000-00-00,0000-00-00,0,1110318
1110319,1110319,森林公園,,,11103,1,004-0071,,141.481332,43.056456,0000-00-00,0000-00-00,0,1110319
1110320,1110320,大麻,,,11103,1,069-0854,,141.496925,43.072382,0000-00-00,0000-00-00,0,1110320
1110321,1110321,野幌,,,11103,1,069-0813,,141.52984,43.092559,0000-00-00,0000-00-00,0,1110321
1110322,1110322,高砂,,,11103,1,067-0074,,141.540752,43.100084,0000-00-00,0000-00-00,0,1110322
1110323,1110323,江別,,,11103,1,067-0071,,141.55679,43.110189,0000-00-00,0000-00-00,0,1110323
1110324,1110324,豊幌,,,11103,1,067-0021,,141.62466,43.136446,0000-00-00,0000-00-00,0,1110324
1110325,1110325,幌向,,,11103,1,069-0371,,141.655839,43.151348,0000-00-00,0000-00-00,0,1110325
1110326,1110326,上幌向,,,11103,1,069-0362,,141.715391,43.18183,0000-00-00,0000-00-00,0,1110326
1110327,1110327,岩見沢,,,11103,1,068-0034,,141.759359,43.204201,0000-00-00,0000-00-00,0,1110327
1110328,1110328,峰延,,,11103,1,072-0000,,141.814673,43.264694,0000-00-00,0000-00-00,0,1110328
1110329,1110329,光珠内,,,11103,1,072-0000,,141.844655,43.292658,0000-00-00,0000-00-00,0,1110329
1110330,1110330,美唄,,,11103,1,072-0012,,141.862157,43.330751,0000-00-00,0000-00-00,0,1110330
1110331,1110331,茶志内,,,11103,1,079-0261,,141.87336,43.369842,0000-00-00,0000-00-00,0,1110331
1110332,1110332,奈井江,,,11103,1,079-0313,,141.889115,43.423718,0000-00-00,0000-00-00,0,1110332
1110333,1110333,豊沼,,,11103,1,073-0138,,141.901032,43.464224,0000-00-00,0000-00-00,0,1110333
1110334,1110334,砂川,,,11103,1,073-0152,,141.909642,43.493468,0000-00-00,0000-00-00,0,1110334
1110335,1110335,滝川,,,11103,1,073-0031,,141.900807,43.555278,0000-00-00,0000-00-00,0,1110335
1110336,1110336,江部乙,,,11103,1,079-0462,,141.935937,43.627564,0000-00-00,0000-00-00,0,1110336
1110337,1110337,妹背牛,,,11103,1,079-0500,,141.966591,43.690841,0000-00-00,0000-00-00,0,1110337
1110338,1110338,深川,,,11103,1,074-0001,,142.041642,43.721021,0000-00-00,0000-00-00,0,1110338
1110339,1110339,納内,,,11103,1,078-0151,,142.130072,43.732509,0000-00-00,0000-00-00,0,1110339
1110340,1110340,伊納,,,11103,1,070-8052,,142.27167,43.763305,0000-00-00,0000-00-00,0,1110340
1110341,1110341,近文,,,11103,1,070-0821,,142.325327,43.789193,0000-00-00,0000-00-00,0,1110341
1110342,1110342,旭川,,,11103,1,070-0030,,142.357803,43.763492,0000-00-00,0000-00-00,0,1110342
1110401,1110138,長万部,,,11104,1,049-3521,,140.37507,42.512477,0000-00-00,0000-00-00,0,1110401
1110402,1110402,静狩,,,11104,1,049-5141,,140.460025,42.584065,0000-00-00,0000-00-00,0,1110402
1110403,1110403,小幌,,,11104,1,049-5333,,140.537361,42.589731,0000-00-00,0000-00-00,0,1110403
1110404,1110404,礼文,,,11104,1,049-5333,,140.595013,42.580422,0000-00-00,0000-00-00,0,1110404
1110405,1110405,大岸,,,11104,1,049-5332,,140.639036,42.585969,0000-00-00,0000-00-00,0,1110405
1110406,1110406,豊浦,,,11104,1,049-5412,,140.71536,42.580323,0000-00-00,0000-00-00,0,1110406
1110407,1110407,洞爺,,,11104,1,049-5611,,140.763959,42.55055,0000-00-00,0000-00-00,0,1110407
1110408,1110408,有珠,,,11104,1,059-0151,,140.793969,42.513267,0000-00-00,0000-00-00,0,1110408
1110409,1110409,長和,,,11104,1,052-0035,,140.833783,42.488262,0000-00-00,0000-00-00,0,1110409
1110410,1110410,伊達紋別,,,11104,1,052-0032,,140.855802,42.469395,0000-00-00,0000-00-00,0,1110410
1110411,1110411,北舟岡,,,11104,1,052-0014,,140.880259,42.450528,0000-00-00,0000-00-00,0,1110411
1110412,1110412,稀府,,,11104,1,059-0273,,140.898836,42.425567,0000-00-00,0000-00-00,0,1110412
1110413,1110413,黄金,,,11104,1,059-0271,,140.907781,42.386441,0000-00-00,0000-00-00,0,1110413
1110414,1110414,崎守,,,11104,1,050-0055,,140.927141,42.373968,0000-00-00,0000-00-00,0,1110414
1110415,1110415,本輪西,,,11104,1,050-0065,,140.977561,42.358734,0000-00-00,0000-00-00,0,1110415
1110416,1110416,室蘭,,,11104,1,051-0023,,140.97571,42.317864,0000-00-00,0000-00-00,0,1110416
1110417,1110417,母恋,,,11104,1,051-0004,,140.990018,42.317295,0000-00-00,0000-00-00,0,1110417
1110418,1110418,御崎,,,11104,1,051-0001,,140.993881,42.329014,0000-00-00,0000-00-00,0,1110418
1110419,1110419,輪西,,,11104,1,050-0087,,141.005743,42.333775,0000-00-00,0000-00-00,0,1110419
1110420,1110420,東室蘭,,,11104,1,050-0083,,141.026411,42.349374,0000-00-00,0000-00-00,0,1110420
1110421,1110421,鷲別,,,11104,1,059-0034,,141.042759,42.35953,0000-00-00,0000-00-00,0,1110421
1110422,1110422,幌別,,,11104,1,059-0013,,141.107293,42.409782,0000-00-00,0000-00-00,0,1110422
1110423,1110423,富浦,,,11104,1,059-0462,,141.156878,42.441957,0000-00-00,0000-00-00,0,1110423
1110424,1110424,登別,,,11104,1,059-0466,,141.180931,42.45207,0000-00-00,0000-00-00,0,1110424
1110425,1110425,虎杖浜,,,11104,1,059-0641,,141.215092,42.464695,0000-00-00,0000-00-00,0,1110425
1110426,1110426,竹浦,,,11104,1,059-0642,,141.260395,42.49284,0000-00-00,0000-00-00,0,1110426
1110427,1110427,北吉原,,,11104,1,059-0923,,141.286199,42.509119,0000-00-00,0000-00-00,0,1110427
1110428,1110428,萩野,,,11104,1,059-0922,,141.30603,42.521159,0000-00-00,0000-00-00,0,1110428
1110429,1110429,白老,,,11104,1,059-0904,,141.360054,42.55474,0000-00-00,0000-00-00,0,1110429
1110430,1110430,社台,,,11104,1,059-0901,,141.417433,42.578682,0000-00-00,0000-00-00,0,1110430
1110431,1110431,錦岡,,,11104,1,059-1275,,141.48722,42.6025,0000-00-00,0000-00-00,0,1110431
1110432,1110432,糸井,,,11104,1,053-0816,,141.546187,42.6225,0000-00-00,0000-00-00,0,1110432
1110433,1110433,青葉,,,11104,1,053-0807,,141.568278,42.62999,0000-00-00,0000-00-00,0,1110433
1110434,1110434,苫小牧,,,11104,1,053-0022,,141.596837,42.639665,0000-00-00,0000-00-00,0,1110434
1110501,1110434,苫小牧,,,11105,1,053-0022,,141.596837,42.639665,0000-00-00,0000-00-00,0,1110501
1110502,1110502,沼ノ端,,,11105,1,059-1364,,141.693132,42.672057,0000-00-00,0000-00-00,0,1110502
1110503,1110503,遠浅,,,11105,1,059-1433,,141.769568,42.729533,0000-00-00,0000-00-00,0,1110503
1110504,1110504,早来,,,11105,1,059-1501,,141.814106,42.765237,0000-00-00,0000-00-00,0,1110504
1110505,1110505,安平,,,11105,1,059-1511,,141.825283,42.814007,0000-00-00,0000-00-00,0,1110505
1110506,1110506,追分,,,11105,1,059-1931,,141.810678,42.873316,0000-00-00,0000-00-00,0,1110506
1110507,1110507,三川,,,11105,1,069-1200,,141.800778,42.945029,0000-00-00,0000-00-00,0,1110507
1110508,1110508,古山,,,11105,1,069-1216,,141.793969,42.975256,0000-00-00,0000-00-00,0,1110508
1110509,1110509,由仁,,,11105,1,069-1216,,141.785868,43.012206,0000-00-00,0000-00-00,0,1110509
1110510,1110510,栗山,,,11105,1,069-1511,,141.775603,43.058164,0000-00-00,0000-00-00,0,1110510
1110511,1110511,栗丘,,,11105,1,068-0134,,141.744333,43.085444,0000-00-00,0000-00-00,0,1110511
1110512,1110512,栗沢,,,11105,1,068-0127,,141.739743,43.120367,0000-00-00,0000-00-00,0,1110512
1110513,1110513,志文,,,11105,1,068-0841,,141.744443,43.158903,0000-00-00,0000-00-00,0,1110513
1110514,1110327,岩見沢,,,11105,1,068-0034,,141.759359,43.204201,0000-00-00,0000-00-00,0,1110514
1110601,1110335,滝川,,,11106,1,073-0031,,141.900807,43.555278,0000-00-00,0000-00-00,0,1110601
1110602,1110602,東滝川,,,11106,1,073-0026,,141.98031,43.574037,0000-00-00,0000-00-00,0,1110602
1110603,1110603,赤平,,,11106,1,079-1134,,142.048669,43.555144,0000-00-00,0000-00-00,0,1110603
1110604,1110604,茂尻,,,11106,1,079-1100,,142.082156,43.537314,0000-00-00,0000-00-00,0,1110604
1110605,1110605,平岸,,,11106,1,079-1282,,142.123872,43.541401,0000-00-00,0000-00-00,0,1110605
1110606,1110606,芦別,,,11106,1,075-0041,,142.184543,43.516636,0000-00-00,0000-00-00,0,1110606
1110607,1110607,上芦別,,,11106,1,079-1371,,142.210855,43.48871,0000-00-00,0000-00-00,0,1110607
1110608,1110608,野花南,,,11106,1,079-1372,,142.261772,43.474418,0000-00-00,0000-00-00,0,1110608
1110609,1110609,島ノ下,,,11106,1,076-0036,,142.350406,43.3744,1913-11-10,2017-03-04,2,1110609
1110610,1110610,富良野,,,11106,1,076-0025,,142.391374,43.347114,0000-00-00,0000-00-00,0,1110610
1110611,1110611,布部,,,11106,1,076-0004,,142.400595,43.291991,0000-00-00,0000-00-00,0,1110611
1110612,1110612,山部,,,11106,1,079-1564,,142.381522,43.244645,0000-00-00,0000-00-00,0,1110612
1110613,1110613,下金山,,,11106,1,079-2132,,142.415402,43.197328,0000-00-00,0000-00-00,0,1110613
1110614,1110614,金山,,,11106,1,079-2131,,142.416201,43.136115,0000-00-00,0000-00-00,0,1110614
1110615,1110615,東鹿越,,,11106,1,079-2411,,142.523472,43.164011,0000-00-00,0000-00-00,0,1110615
1110616,1110616,幾寅,,,11106,1,079-2401,,142.569474,43.161582,0000-00-00,0000-00-00,0,1110616
1110617,1110617,落合,,,11106,1,079-2551,,142.669104,43.125055,0000-00-00,0000-00-00,0,1110617
1110618,1110618,新得,,,11106,1,081-0005,,142.832432,43.082501,0000-00-00,0000-00-00,0,1110618
1110701,1110618,新得,,,11107,1,081-0005,,142.832432,43.082501,0000-00-00,0000-00-00,0,1110701
1110702,1110702,十勝清水,,,11107,1,089-0136,,142.879535,43.012892,0000-00-00,0000-00-00,0,1110702
1110703,1110703,羽帯,,,11107,1,089-0356,,142.906646,42.957499,1958-09-10,2018-03-17,2,1110703
1110704,1110704,御影,,,11107,1,089-0354,,142.935739,42.942418,0000-00-00,0000-00-00,0,1110704
1110705,1110705,芽室,,,11107,1,082-0030,,143.047991,42.909846,0000-00-00,0000-00-00,0,1110705
1110706,1110706,大成,,,11107,1,082-0006,,143.0696659,42.91605619,0000-00-00,0000-00-00,0,1110706
1110707,1110707,西帯広,,,11107,1,080-2473,,143.126351,42.923941,0000-00-00,0000-00-00,0,1110707
1110708,1110708,柏林台,,,11107,1,080-0027,,143.1645,42.928877,0000-00-00,0000-00-00,0,1110708
1110709,1110709,帯広,,,11107,1,080-0012,,143.20195,42.917997,0000-00-00,0000-00-00,0,1110709
1110710,1110710,札内,,,11107,1,089-0543,,143.256248,42.912697,0000-00-00,0000-00-00,0,1110710
1110711,1110711,稲士別,,,11107,1,089-0564,,143.297528,42.903963,1959-10-07,2017-03-04,2,1110711
1110712,1110712,幕別,,,11107,1,089-0604,,143.359293,42.90784,0000-00-00,0000-00-00,0,1110712
1110713,1110713,利別,,,11107,1,083-0031,,143.424445,42.934706,0000-00-00,0000-00-00,0,1110713
1110714,1110714,池田,,,11107,1,083-0091,,143.453033,42.922186,0000-00-00,0000-00-00,0,1110714
1110715,1110715,十弗,,,11107,1,089-5243,,143.500797,42.855781,0000-00-00,0000-00-00,0,1110715
1110716,1110716,豊頃,,,11107,1,089-5232,,143.538615,42.817548,0000-00-00,0000-00-00,0,1110716
1110717,1110717,新吉野,,,11107,1,089-5541,,143.60826,42.778238,0000-00-00,0000-00-00,0,1110717
1110718,1110718,浦幌,,,11107,1,089-5603,,143.651568,42.810849,0000-00-00,0000-00-00,0,1110718
1110719,1110719,上厚内,,,11107,1,089-5866,,143.749788,42.831881,1910-12-01,2017-03-04,2,1110719
1110720,1110720,厚内,,,11107,1,089-5865,,143.814389,42.809539,0000-00-00,0000-00-00,0,1110720
1110721,1110721,直別,,,11107,1,088-0135,,143.863607,42.852205,1907-10-25,2019-03-16,2,1110721
1110722,1110722,尺別,,,11107,1,088-0132,,143.904331,42.869163,1920-01-22,2019-03-16,2,1110722
1110723,1110723,音別,,,11107,1,088-0115,,143.932442,42.888997,0000-00-00,0000-00-00,0,1110723
1110724,1110724,古瀬,,,11107,1,088-0351,,144.008589,42.947893,1954-07-01,2020-03-14,2,1110724
1110725,1110725,白糠,,,11107,1,088-0301,,144.076879,42.956161,0000-00-00,0000-00-00,0,1110725
1110726,1110726,西庶路,,,11107,1,088-0572,,144.129826,42.976138,0000-00-00,0000-00-00,0,1110726
1110727,1110727,庶路,,,11107,1,088-0563,,144.150018,42.983601,0000-00-00,0000-00-00,0,1110727
1110728,1110728,大楽毛,,,11107,1,084-0917,,144.273879,43.009078,0000-00-00,0000-00-00,0,1110728
1110729,1110729,新大楽毛,,,11107,1,084-0917,,144.295558,43.009423,0000-00-00,0000-00-00,0,1110729
1110730,1110730,新富士,,,11107,1,084-0904,,144.350758,43.001605,0000-00-00,0000-00-00,0,1110730
1110731,1110731,釧路,,,11107,1,085-0015,,144.381983,42.990584,0000-00-00,0000-00-00,0,1110731
1110801,1110731,釧路,,,11108,1,085-0015,,144.381983,42.990584,0000-00-00,0000-00-00,0,1110801
1110802,1110802,東釧路,,,11108,1,085-0816,,144.411307,42.995207,0000-00-00,0000-00-00,0,1110802
1110803,1110803,武佐,,,11108,1,085-0806,,144.426681,42.991364,0000-00-00,0000-00-00,0,1110803
1110804,1110804,別保,,,11108,1,088-0604,,144.469596,42.994384,0000-00-00,0000-00-00,0,1110804
1110805,1110805,上尾幌,,,11108,1,088-0771,,144.61239,43.032893,0000-00-00,0000-00-00,0,1110805
1110806,1110806,尾幌,,,11108,1,088-0875,,144.703758,43.018463,0000-00-00,0000-00-00,0,1110806
1110807,1110807,門静,,,11108,1,088-1126,,144.782638,43.057581,0000-00-00,0000-00-00,0,1110807
1110808,1110808,厚岸,,,11108,1,088-1124,,144.841355,43.056248,0000-00-00,0000-00-00,0,1110808
1110809,1110809,糸魚沢,,,11108,1,088-1101,,144.92545,43.103506,0000-00-00,0000-00-00,0,1110809
1110810,1110810,茶内,,,11108,1,088-1500,,145.02801,43.129266,0000-00-00,0000-00-00,0,1110810
1110811,1110811,浜中,,,11108,1,088-1500,,145.099657,43.15754,0000-00-00,0000-00-00,0,1110811
1110812,1110812,姉別,,,11108,1,088-1500,,145.194716,43.196201,0000-00-00,0000-00-00,0,1110812
1110813,1110813,厚床,,,11108,1,086-0064,,145.252096,43.228224,0000-00-00,0000-00-00,0,1110813
1110814,1110814,初田牛,,,11108,1,086-0076,,145.32277,43.204542,1920-11-10,2019-03-16,2,1110814
1110815,1110815,別当賀,,,11108,1,086-0075,,145.423593,43.218427,0000-00-00,0000-00-00,0,1110815
1110816,1110816,落石,,,11108,1,088-1782,,145.519449,43.198335,0000-00-00,0000-00-00,0,1110816
1110817,1110817,昆布盛,,,11108,1,088-1784,,145.542444,43.228593,0000-00-00,0000-00-00,0,1110817
1110818,1110818,西和田,,,11108,1,087-0033,,145.541817,43.268043,0000-00-00,0000-00-00,0,1110818
1110819,1110819,花咲,,,11108,1,087-0032,,145.575045,43.295388,1921-08-05,2016-03-26,2,1110819
1110820,1110820,東根室,,,11108,1,087-0004,,145.597234,43.323655,0000-00-00,0000-00-00,0,1110820
1110821,1110821,根室,,,11108,1,087-0027,,145.582707,43.326923,0000-00-00,0000-00-00,0,1110821
1110901,1110434,苫小牧,,,11109,1,053-0022,,141.596837,42.639665,0000-00-00,0000-00-00,0,1110901
1110902,1110502,沼ノ端,,,11109,1,059-1364,,141.693132,42.672057,0000-00-00,0000-00-00,0,1110902
1110903,1110903,植苗,,,11109,1,059-1365,,141.735344,42.713645,0000-00-00,0000-00-00,0,1110903
1110904,1110904,美々,,,11109,1,066-0012,,141.711387,42.777418,1926-08-21,2017-03-04,2,1110904
1110905,1110905,新千歳空港,,,11109,1,066-0012,,141.680823,42.787546,0000-00-00,0000-00-00,0,1110905
1110906,1110906,南千歳,,,11109,1,066-0044,,141.675388,42.80804,0000-00-00,0000-00-00,0,1110906
1110907,1110907,千歳,,,11109,1,066-0062,,141.651934,42.82811,0000-00-00,0000-00-00,0,1110907
1110908,1110908,長都,,,11109,1,066-0077,,141.622987,42.852178,0000-00-00,0000-00-00,0,1110908
1110909,1110909,サッポロビール庭園,,,11109,1,061-1405,,141.605616,42.866812,0000-00-00,0000-00-00,0,1110909
1110910,1110910,恵庭,,,11109,1,061-1448,,141.586234,42.883076,0000-00-00,0000-00-00,0,1110910
1110911,1110911,恵み野,,,11109,1,061-1373,,141.574429,42.902704,0000-00-00,0000-00-00,0,1110911
1110912,1110912,島松,,,11109,1,061-1352,,141.573117,42.922504,0000-00-00,0000-00-00,0,1110912
1110913,1110913,北広島,,,11109,1,061-1121,,141.563115,42.979239,0000-00-00,0000-00-00,0,1110913
1110914,1110914,上野幌,,,11109,1,004-0039,,141.487317,43.016177,0000-00-00,0000-00-00,0,1110914
1110915,1110915,新札幌,,,11109,1,004-0052,,141.47237,43.038732,0000-00-00,0000-00-00,0,1110915
1110916,1110916,平和,,,11109,1,003-0029,,141.437967,43.04695,0000-00-00,0000-00-00,0,1110916
1110917,1110317,白石,,,11109,1,003-0029,,141.413612,43.054715,1903-04-21,0000-00-00,0,1110917
1110918,1110316,苗穂,,,11109,1,060-0033,,141.377522,43.068574,0000-00-00,0000-00-00,0,1110918
1110919,1110315,札幌,,,11109,1,060-0806,,141.350768,43.068612,0000-00-00,0000-00-00,0,1110919
1111001,1110906,南千歳,,,11110,1,066-0044,,141.675388,42.80804,0000-00-00,0000-00-00,0,1111001
1111002,1110506,追分,,,11110,1,059-1931,,141.810678,42.873316,0000-00-00,0000-00-00,0,1111002
1111003,1111003,東追分,,,11110,1,059-1984,,141.83228,42.902377,1965-03-01,2016-03-26,2,1111003
1111004,1111004,川端,,,11110,1,069-1141,,141.894791,42.914721,0000-00-00,0000-00-00,0,1111004
1111005,1111005,滝ノ上,,,11110,1,068-0756,,141.97628,42.910244,0000-00-00,0000-00-00,0,1111005
1111006,1111006,十三里,,,11110,1,068-0755,,142.024478,42.914667,1962-12-25,2016-03-26,2,1111006
1111007,1111007,新夕張,,,11110,1,068-0755,,142.03657,42.936611,0000-00-00,0000-00-00,0,1111007
1111008,1111008,沼ノ沢,,,11110,1,068-0751,,142.030836,42.957586,0000-00-00,2019-04-01,2,1111008
1111009,1111009,南清水沢,,,11110,1,068-0536,,142.006597,42.985272,0000-00-00,2019-04-01,2,1111009
1111010,1111010,清水沢,,,11110,1,068-0531,,142.007285,42.99827,0000-00-00,2019-04-01,2,1111010
1111011,1111011,鹿ノ谷,,,11110,1,068-0413,,141.964476,43.039447,0000-00-00,2019-04-01,2,1111011
1111012,1111012,夕張,,,11110,1,068-0411,,141.967472,43.050926,0000-00-00,2019-04-01,2,1111012
1111013,1111013,占冠,,,11110,1,079-2202,,142.400078,42.993088,0000-00-00,0000-00-00,0,1111013
1111014,1111014,トマム,,,11110,1,079-2204,,142.610937,43.055913,0000-00-00,0000-00-00,0,1111014
