station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,add,lon,lat,open_ymd,close_ymd,e_status,e_sort
1161221,1161221,防府,,,11612,35,747-0036,,131.568848,34.05354,0000-00-00,0000-00-00,0,1161221
1161222,1161222,大道,,,11612,35,747-1232,,131.488358,34.053295,0000-00-00,0000-00-00,0,1161222
1161223,1161223,四辻,,,11612,35,747-1221,,131.44793,34.079896,0000-00-00,0000-00-00,0,1161223
1161224,1161224,新山口,,,11612,35,754-0002,,131.39657,34.093255,0000-00-00,0000-00-00,0,1161224
1161225,1161225,嘉川,,,11612,35,754-0897,,131.370068,34.066211,0000-00-00,0000-00-00,0,1161225
1161226,1161226,本由良,,,11612,35,754-0894,,131.343621,34.031997,0000-00-00,0000-00-00,0,1161226
1161227,1161227,厚東,,,11612,35,759-0122,,131.267807,34.038709,0000-00-00,0000-00-00,0,1161227
1161228,1161228,宇部,,,11612,35,759-0207,,131.221691,34.003017,0000-00-00,0000-00-00,0,1161228
1161229,1161229,小野田,,,11612,35,756-0088,,131.185605,34.007877,0000-00-00,0000-00-00,0,1161229
1161230,1161230,厚狭,,,11612,35,757-0001,,131.159965,34.053361,0000-00-00,0000-00-00,0,1161230
1161231,1161231,埴生,,,11612,35,757-0012,,131.086865,34.049173,0000-00-00,0000-00-00,0,1161231
1161232,1161232,小月,,,11612,35,750-1143,,131.033038,34.067907,0000-00-00,0000-00-00,0,1161232
1161233,1161233,長府,,,11612,35,752-0933,,130.999508,34.019264,0000-00-00,0000-00-00,0,1161233
1161234,1161234,新下関,,,11612,35,751-0872,,130.948021,34.005651,0000-00-00,0000-00-00,0,1161234
1161235,1161235,幡生,,,11612,35,751-0829,,130.92734,33.981592,0000-00-00,0000-00-00,0,1161235
1161236,1161236,下関,,,11612,35,750-0025,,130.923038,33.950306,0000-00-00,0000-00-00,0,1161236
1161237,1161237,門司,,,11612,40,800-0039,,130.933438,33.904309,0000-00-00,0000-00-00,0,1161237
1161301,1160802,兵庫,,,11613,28,652-0897,,135.164706,34.668343,0000-00-00,0000-00-00,0,1161301
1161302,1161302,和田岬,,,11613,28,652-0863,,135.174268,34.657278,0000-00-00,0000-00-00,0,1161302
1161401,1160120,京都,,,11614,26,600-8216,,135.757748,34.985465,0000-00-00,0000-00-00,0,1161401
1161416,1161416,梅小路京都西,,,11614,26,600-8835,,135.743167,34.988778,2019-03-16,0000-00-00,0,1161401
1161402,1161402,丹波口,,,11614,26,600-8813,,135.742396,34.99501,0000-00-00,0000-00-00,0,1161402
1161403,1161403,二条,,,11614,26,604-8415,,135.741701,35.010978,0000-00-00,0000-00-00,0,1161403
1161404,1161404,円町,,,11614,26,604-8463,,135.730591,35.01811,0000-00-00,0000-00-00,0,1161404
1161405,1161405,花園,,,11614,26,616-8043,,135.717895,35.018743,0000-00-00,0000-00-00,0,1161405
1161406,1161406,太秦,,,11614,26,616-8174,,135.701269,35.017019,0000-00-00,0000-00-00,0,1161406
1161407,1161407,嵯峨嵐山,,,11614,26,616-8373,,135.68127,35.018698,0000-00-00,0000-00-00,0,1161407
1161408,1161408,保津峡,,,11614,26,621-0005,,135.64025,35.023083,0000-00-00,0000-00-00,0,1161408
1161409,1161409,馬堀,,,11614,26,621-0823,,135.602359,35.010664,0000-00-00,0000-00-00,0,1161409
1161410,1161410,亀岡,,,11614,26,621-0804,,135.582766,35.016738,0000-00-00,0000-00-00,0,1161410
1161411,1161411,並河,,,11614,26,621-0012,,135.554959,35.032479,0000-00-00,0000-00-00,0,1161411
1161412,1161412,千代川,,,11614,26,621-0051,,135.548293,35.048597,0000-00-00,0000-00-00,0,1161412
1161413,1161413,八木,,,11614,26,629-0141,,135.531969,35.068995,0000-00-00,0000-00-00,0,1161413
1161414,1161414,吉富,,,11614,26,629-0165,,135.498585,35.092012,0000-00-00,0000-00-00,0,1161414
1161415,1161415,園部,,,11614,26,622-0041,,135.48347,35.102167,0000-00-00,0000-00-00,0,1161415
1161501,1161415,園部,,,11615,26,622-0041,,135.48347,35.102167,0000-00-00,0000-00-00,0,1161501
1161502,1161502,船岡,,,11615,26,622-0031,,135.491848,35.133463,0000-00-00,0000-00-00,0,1161502
1161503,1161503,日吉,,,11615,26,629-0301,,135.503432,35.162151,0000-00-00,0000-00-00,0,1161503
1161504,1161504,鍼灸大学前,,,11615,26,629-0301,,135.489899,35.179141,0000-00-00,0000-00-00,0,1161504
1161505,1161505,胡麻,,,11615,26,629-0311,,135.468467,35.195359,0000-00-00,0000-00-00,0,1161505
1161506,1161506,下山,,,11615,26,622-0201,,135.422673,35.21226,0000-00-00,0000-00-00,0,1161506
1161507,1161507,和知,,,11615,26,629-1121,,135.399015,35.261101,0000-00-00,0000-00-00,0,1161507
1161508,1161508,安栖里,,,11615,26,629-1141,,135.385266,35.266155,0000-00-00,0000-00-00,0,1161508
1161509,1161509,立木,,,11615,26,629-1144,,135.337318,35.274256,0000-00-00,0000-00-00,0,1161509
1161510,1161510,山家,,,11615,26,629-1271,,135.318618,35.29379,0000-00-00,0000-00-00,0,1161510
1161511,1161511,綾部,,,11615,26,623-0052,,135.251896,35.302188,0000-00-00,0000-00-00,0,1161511
1161512,1161512,高津,,,11615,26,623-0045,,135.207158,35.304982,0000-00-00,0000-00-00,0,1161512
1161513,1161513,石原,,,11615,26,620-0804,,135.180241,35.300904,0000-00-00,0000-00-00,0,1161513
1161514,1161514,福知山,,,11615,26,620-0000,,135.118564,35.296143,0000-00-00,0000-00-00,0,1161514
1161515,1161515,上川口,,,11615,26,620-0916,,135.073284,35.329504,0000-00-00,0000-00-00,0,1161515
1161516,1161516,下夜久野,,,11615,26,629-1304,,134.998868,35.319893,0000-00-00,0000-00-00,0,1161516
1161517,1161517,上夜久野,,,11615,26,629-1322,,134.931718,35.34182,0000-00-00,0000-00-00,0,1161517
1161518,1161518,梁瀬,,,11615,28,669-5101,,134.880682,35.322796,0000-00-00,0000-00-00,0,1161518
1161519,1161519,和田山,,,11615,28,669-5202,,134.85137,35.34141,0000-00-00,0000-00-00,0,1161519
1161520,1161520,養父,,,11615,28,667-0126,,134.811726,35.371306,0000-00-00,0000-00-00,0,1161520
1161521,1161521,八鹿,,,11615,28,667-0021,,134.781403,35.414287,0000-00-00,0000-00-00,0,1161521
1161522,1161522,江原,,,11615,28,669-5311,,134.77575,35.469477,0000-00-00,0000-00-00,0,1161522
1161523,1161523,国府,,,11615,28,669-5331,,134.800016,35.496213,0000-00-00,0000-00-00,0,1161523
1161524,1161524,豊岡,,,11615,28,668-0031,,134.813694,35.543825,0000-00-00,0000-00-00,0,1161524
1161601,1161524,豊岡,,,11616,28,668-0031,,134.813694,35.543825,0000-00-00,0000-00-00,0,1161601
1161602,1161602,玄武洞,,,11616,28,669-6116,,134.799305,35.588645,0000-00-00,0000-00-00,0,1161602
1161603,1161603,城崎温泉,,,11616,28,669-6103,,134.813437,35.623764,0000-00-00,0000-00-00,0,1161603
1161604,1161604,竹野,,,11616,28,669-6215,,134.756405,35.649807,0000-00-00,0000-00-00,0,1161604
1161605,1161605,きりはまビーチ,,,11616,28,669-6216,,134.74504,35.658743,0000-00-00,0000-00-00,2,1161605
1161606,1161606,佐津,,,11616,28,669-6401,,134.685856,35.65314,0000-00-00,0000-00-00,0,1161606
1161607,1161607,柴山,,,11616,28,669-6431,,134.663886,35.646454,0000-00-00,0000-00-00,0,1161607
1161608,1161608,香住,,,11616,28,669-6546,,134.62359,35.635344,0000-00-00,0000-00-00,0,1161608
1161609,1161609,鎧,,,11616,28,669-6672,,134.575144,35.651691,0000-00-00,0000-00-00,0,1161609
1161610,1161610,餘部,,,11616,28,669-6671,,134.556918,35.648658,0000-00-00,0000-00-00,0,1161610
1161611,1161611,久谷,,,11616,28,669-6721,,134.517374,35.627549,0000-00-00,0000-00-00,0,1161611
1161612,1161612,浜坂,,,11616,28,669-6702,,134.452558,35.620618,0000-00-00,0000-00-00,0,1161612
1161613,1161613,諸寄,,,11616,28,669-6753,,134.434303,35.619529,0000-00-00,0000-00-00,0,1161613
1161614,1161614,居組,,,11616,28,669-6751,,134.393736,35.606982,0000-00-00,0000-00-00,0,1161614
1161615,1161615,東浜,,,11616,31,681-0011,,134.362225,35.599471,0000-00-00,0000-00-00,0,1161615
1161616,1161616,岩美,,,11616,31,681-0003,,134.335595,35.574182,0000-00-00,0000-00-00,0,1161616
1161617,1161617,大岩,,,11616,31,681-0073,,134.308114,35.566835,0000-00-00,0000-00-00,0,1161617
1161618,1161618,福部,,,11616,31,689-0111,,134.287239,35.545512,0000-00-00,0000-00-00,0,1161618
1161619,1161619,鳥取,,,11616,31,680-0835,,134.225901,35.493953,0000-00-00,0000-00-00,0,1161619
1161620,1161620,湖山,,,11616,31,680-0942,,134.186232,35.513455,0000-00-00,0000-00-00,0,1161620
1161621,1161621,鳥取大学前,,,11616,31,680-0945,,134.174305,35.51804,0000-00-00,0000-00-00,0,1161621
1161622,1161622,末恒,,,11616,31,689-0201,,134.135739,35.52395,0000-00-00,0000-00-00,0,1161622
1161623,1161623,宝木,,,11616,31,689-0216,,134.081789,35.514153,0000-00-00,0000-00-00,0,1161623
1161624,1161624,浜村,,,11616,31,689-0332,,134.050749,35.509522,0000-00-00,0000-00-00,0,1161624
1161625,1161625,青谷,,,11616,31,689-0501,,133.995782,35.516228,0000-00-00,0000-00-00,0,1161625
1161626,1161626,泊,,,11616,31,689-0605,,133.936515,35.509103,0000-00-00,0000-00-00,0,1161626
1161627,1161627,松崎,,,11616,31,689-0712,,133.902053,35.46871,0000-00-00,0000-00-00,0,1161627
1161628,1161628,倉吉,,,11616,31,682-0022,,133.849661,35.45473,0000-00-00,0000-00-00,0,1161628
1161629,1161629,下北条,,,11616,31,689-2114,,133.809109,35.481915,0000-00-00,0000-00-00,0,1161629
1161630,1161630,由良,,,11616,31,689-2221,,133.754367,35.490236,0000-00-00,0000-00-00,0,1161630
1161631,1161631,浦安,,,11616,31,689-2303,,133.693462,35.499695,0000-00-00,0000-00-00,0,1161631
1161632,1161632,八橋,,,11616,31,689-2301,,133.673683,35.503256,0000-00-00,0000-00-00,0,1161632
1161633,1161633,赤碕,,,11616,31,689-2501,,133.634527,35.512437,0000-00-00,0000-00-00,0,1161633
1161634,1161634,中山口,,,11616,31,689-3114,,133.590017,35.52088,0000-00-00,0000-00-00,0,1161634
1161635,1161635,下市,,,11616,31,689-3124,,133.566302,35.518821,0000-00-00,0000-00-00,0,1161635
1161636,1161636,御来屋,,,11616,31,689-3205,,133.502858,35.512234,0000-00-00,0000-00-00,0,1161636
1161637,1161637,名和,,,11616,31,689-3211,,133.49192,35.507256,0000-00-00,0000-00-00,0,1161637
1161638,1161638,大山口,,,11616,31,689-3309,,133.456718,35.485045,0000-00-00,0000-00-00,0,1161638
1161639,1161639,淀江,,,11616,31,689-3402,,133.429788,35.457017,0000-00-00,0000-00-00,0,1161639
1161640,1161640,伯耆大山,,,11616,31,689-3543,,133.384216,35.430142,0000-00-00,0000-00-00,0,1161640
1161641,1161641,東山公園,,,11616,31,683-0006,,133.351902,35.430753,0000-00-00,0000-00-00,0,1161641
1161642,1161642,米子,,,11616,31,683-0036,,133.33657,35.42327,0000-00-00,0000-00-00,0,1161642
1161701,1160702,木津,,,11617,26,619-0214,,135.824794,34.735962,0000-00-00,0000-00-00,0,1161701
1161702,1161702,西木津,,,11617,26,619-0222,,135.803507,34.737762,0000-00-00,0000-00-00,0,1161702
1161703,1161703,祝園,,,11617,26,619-0241,,135.792107,34.76017,0000-00-00,0000-00-00,0,1161703
1161704,1161704,下狛,,,11617,26,619-0245,,135.788574,34.780579,0000-00-00,0000-00-00,0,1161704
1161705,1161705,ＪＲ三山木,,,11617,26,610-0313,,135.784578,34.798334,0000-00-00,0000-00-00,0,1161705
1161706,1161706,同志社前,,,11617,26,610-0313,,135.778633,34.805124,0000-00-00,0000-00-00,0,1161706
1161707,1161707,京田辺,,,11617,26,610-0300,,135.768664,34.821114,0000-00-00,0000-00-00,0,1161707
1161708,1161708,大住,,,11617,26,610-0343,,135.749874,34.830785,0000-00-00,0000-00-00,0,1161708
1161709,1161709,松井山手,,,11617,26,610-0356,,135.727617,34.833288,0000-00-00,0000-00-00,0,1161709
1161710,1161710,長尾,,,11617,27,573-0163,,135.713091,34.825938,0000-00-00,0000-00-00,0,1161710
1161711,1161711,藤阪,,,11617,27,573-0156,,135.702748,34.814466,0000-00-00,0000-00-00,0,1161711
1161712,1161712,津田,,,11617,27,573-0125,,135.697946,34.801373,0000-00-00,0000-00-00,0,1161712
1161713,1161713,河内磐船,,,11617,27,576-0031,,135.684592,34.776501,0000-00-00,0000-00-00,0,1161713
1161714,1161714,星田,,,11617,27,576-0011,,135.663455,34.767346,0000-00-00,0000-00-00,0,1161714
1161715,1161715,寝屋川公園,,,11617,27,572-0858,,135.653276,34.755491,0000-00-00,0000-00-00,0,1161715
1161716,1161716,忍ケ丘,,,11617,27,575-0003,,135.645232,34.745762,0000-00-00,0000-00-00,0,1161716
1161717,1161717,四条畷,,,11617,27,574-0001,,135.639297,34.730128,0000-00-00,0000-00-00,0,1161717
1161718,1161718,野崎,,,11617,27,574-0015,,135.636942,34.718334,0000-00-00,0000-00-00,0,1161718
1161719,1161719,住道,,,11617,27,574-0026,,135.621496,34.706238,0000-00-00,0000-00-00,0,1161719
1161720,1161720,鴻池新田,,,11617,27,578-0976,,135.597679,34.698847,0000-00-00,0000-00-00,0,1161720
1161721,1161721,徳庵,,,11617,27,577-0000,,135.581386,34.692423,0000-00-00,0000-00-00,0,1161721
1161722,1161722,放出,,,11617,27,538-0044,,135.563296,34.688103,0000-00-00,0000-00-00,0,1161722
1161723,1161723,鴫野,,,11617,27,536-0014,,135.544995,34.692769,0000-00-00,0000-00-00,0,1161723
1161724,1161724,京橋,,,11617,27,536-0015,,135.534253,34.696047,0000-00-00,0000-00-00,0,1161724
1161801,1160120,京都,,,11618,26,600-8216,,135.757748,34.985465,0000-00-00,0000-00-00,0,1161801
1161802,1161802,東福寺,,,11618,26,605-0981,,135.769778,34.981371,0000-00-00,0000-00-00,0,1161802
1161803,1161803,稲荷,,,11618,26,612-0881,,135.770707,34.966758,0000-00-00,0000-00-00,0,1161803
1161804,1161804,ＪＲ藤森,,,11618,26,612-0847,,135.775695,34.948278,0000-00-00,0000-00-00,0,1161804
1161805,1161805,桃山,,,11618,26,612-8037,,135.771673,34.932647,0000-00-00,0000-00-00,0,1161805
1161806,1161806,六地蔵,,,11618,26,612-8007,,135.797335,34.932843,0000-00-00,0000-00-00,0,1161806
1161807,1161807,木幡,,,11618,26,611-0002,,135.798901,34.924962,0000-00-00,0000-00-00,0,1161807
1161808,1161808,黄檗,,,11618,26,611-0011,,135.803665,34.912831,0000-00-00,0000-00-00,0,1161808
1161809,1161809,宇治,,,11618,26,611-0021,,135.800629,34.890437,0000-00-00,0000-00-00,0,1161809
1161810,1161810,ＪＲ小倉,,,11618,26,611-0042,,135.785962,34.889117,0000-00-00,0000-00-00,0,1161810
1161811,1161811,新田,,,11618,26,611-0031,,135.780707,34.874314,0000-00-00,0000-00-00,0,1161811
1161812,1161812,城陽,,,11618,26,610-0121,,135.781071,34.855536,0000-00-00,0000-00-00,0,1161812
1161813,1161813,長池,,,11618,26,610-0112,,135.789801,34.842351,0000-00-00,0000-00-00,0,1161813
1161814,1161814,山城青谷,,,11618,26,610-0114,,135.800111,34.828127,0000-00-00,0000-00-00,0,1161814
1161815,1161815,山城多賀,,,11618,26,610-0301,,135.806,34.818009,0000-00-00,0000-00-00,0,1161815
1161816,1161816,玉水,,,11618,26,610-0302,,135.807022,34.800108,0000-00-00,0000-00-00,0,1161816
1161817,1161817,棚倉,,,11618,26,619-0202,,135.816141,34.774705,0000-00-00,0000-00-00,0,1161817
1161818,1161818,上狛,,,11618,26,619-0204,,135.821225,34.750447,0000-00-00,0000-00-00,0,1161818
1161819,1160702,木津,,,11618,26,619-0214,,135.824794,34.735962,0000-00-00,0000-00-00,0,1161819
1161820,1160703,平城山,,,11618,29,630-8105,,135.810252,34.710431,0000-00-00,0000-00-00,0,1161820
1161821,1160704,奈良,,,11618,29,630-8122,,135.818935,34.680482,0000-00-00,0000-00-00,0,1161821
1162201,1161514,福知山,,,11622,26,620-0000,,135.118564,35.296143,0000-00-00,0000-00-00,0,1162201
1162202,1161513,石原,,,11622,26,620-0804,,135.180241,35.300904,0000-00-00,0000-00-00,0,1162202
1162203,1161512,高津,,,11622,26,623-0045,,135.207158,35.304982,0000-00-00,0000-00-00,0,1162203
1162204,1161511,綾部,,,11622,26,623-0052,,135.251896,35.302188,0000-00-00,0000-00-00,0,1162204
1162205,1162205,淵垣,,,11622,26,623-0115,,135.29457,35.328302,0000-00-00,0000-00-00,0,1162205
1162206,1162206,梅迫,,,11622,26,623-0103,,135.311059,35.348774,0000-00-00,0000-00-00,0,1162206
1162207,1162207,真倉,,,11622,26,624-0824,,135.326126,35.407146,0000-00-00,0000-00-00,0,1162207
1162208,1162208,西舞鶴,,,11622,26,624-0816,,135.330545,35.441784,0000-00-00,0000-00-00,0,1162208
1162209,1142201,東舞鶴,,,11622,26,625-0036,,135.394788,35.468601,0000-00-00,0000-00-00,0,1162209
1162301,1160719,天王寺,,,11623,27,543-0055,,135.514124,34.647243,0000-00-00,0000-00-00,0,1162301
1162302,1160720,新今宮,,,11623,27,556-0003,,135.501076,34.650149,0000-00-00,0000-00-00,0,1162302
1162303,1160721,今宮,,,11623,27,556-0014,,135.492975,34.654156,0000-00-00,0000-00-00,0,1162303
1162304,1162304,芦原橋,,,11623,27,556-0025,,135.48924,34.658608,0000-00-00,0000-00-00,0,1162304
1162305,1162305,大正,,,11623,27,551-0002,,135.479932,34.665582,0000-00-00,0000-00-00,0,1162305
1162306,1162306,弁天町,,,11623,27,552-0001,,135.462348,34.669403,0000-00-00,0000-00-00,0,1162306
1162307,1162307,西九条,,,11623,27,554-0012,,135.466779,34.68269,0000-00-00,0000-00-00,0,1162307
1162308,1162308,野田,,,11623,27,553-0001,,135.474837,34.689069,0000-00-00,0000-00-00,0,1162308
1162309,1162309,福島,,,11623,27,553-0003,,135.486563,34.697167,0000-00-00,0000-00-00,0,1162309
1162310,1160214,大阪,,,11623,27,530-0001,,135.495188,34.702398,0000-00-00,0000-00-00,0,1162310
1162311,1162311,天満,,,11623,27,530-0034,,135.512233,34.704923,0000-00-00,0000-00-00,0,1162311
1162312,1162312,桜ノ宮,,,11623,27,534-0027,,135.520944,34.704976,0000-00-00,0000-00-00,0,1162312
1162313,1161724,京橋,,,11623,27,536-0015,,135.534253,34.696047,0000-00-00,0000-00-00,0,1162313
1162314,1162314,大阪城公園,,,11623,27,540-0002,,135.534482,34.68858,0000-00-00,0000-00-00,0,1162314
1162315,1162315,森ノ宮,,,11623,27,540-0003,,135.533996,34.680412,0000-00-00,0000-00-00,0,1162315
1162316,1162316,玉造,,,11623,27,543-0014,,135.532901,34.673559,0000-00-00,0000-00-00,0,1162316
1162317,1162317,鶴橋,,,11623,27,543-0025,,135.530133,34.665264,0000-00-00,0000-00-00,0,1162317
1162318,1162318,桃谷,,,11623,27,543-0033,,135.527908,34.658453,0000-00-00,0000-00-00,0,1162318
1162319,1162319,寺田町,,,11623,27,543-0052,,135.523437,34.647957,0000-00-00,0000-00-00,0,1162319
1162401,1162307,西九条,,,11624,27,554-0012,,135.466779,34.68269,0000-00-00,0000-00-00,0,1162401
1162402,1162402,安治川口,,,11624,27,554-0024,,135.443921,34.673416,0000-00-00,0000-00-00,0,1162402
1162403,1162403,ユニバーサルシティ,,,11624,27,554-0024,,135.438705,34.667842,0000-00-00,0000-00-00,0,1162403
1162404,1162404,桜島,,,11624,27,554-0031,,135.432136,34.662065,0000-00-00,0000-00-00,0,1162404
1162501,1161724,京橋,,,11625,27,536-0015,,135.534253,34.696047,0000-00-00,0000-00-00,0,1162501
1162502,1162502,大阪城北詰,,,11625,27,534-0026,,135.525538,34.694283,0000-00-00,0000-00-00,0,1162502
1162503,1162503,大阪天満宮,,,11625,27,530-0044,,135.513442,34.697404,0000-00-00,0000-00-00,0,1162503
1162504,1160214,北新地,,,11625,27,530-0001,,135.497038,34.698323,0000-00-00,0000-00-00,0,1162504
1162505,1162309,新福島,,,11625,27,553-0003,,135.48593,34.695094,0000-00-00,0000-00-00,0,1162505
1162506,1162506,海老江,,,11625,27,553-0001,,135.473276,34.69544,0000-00-00,0000-00-00,0,1162506
1162507,1162507,御幣島,,,11625,27,555-0012,,135.45568,34.71259,0000-00-00,0000-00-00,0,1162507
1162508,1162508,加島,,,11625,27,532-0031,,135.454183,34.727496,0000-00-00,0000-00-00,0,1162508
1162509,1160303,尼崎,,,11625,28,660-0808,,135.431685,34.731791,0000-00-00,0000-00-00,0,1162509
1162601,1160719,天王寺,,,11626,27,543-0055,,135.514124,34.647243,0000-00-00,0000-00-00,0,1162601
1162602,1162602,美章園,,,11626,27,545-0003,,135.523765,34.638411,0000-00-00,0000-00-00,0,1162602
1162603,1162603,南田辺,,,11626,27,546-0035,,135.52086,34.625551,0000-00-00,0000-00-00,0,1162603
1162604,1162604,鶴ケ丘,,,11626,27,545-0014,,135.517088,34.617999,0000-00-00,0000-00-00,0,1162604
1162605,1162605,長居,,,11626,27,558-0004,,135.512769,34.6109,0000-00-00,0000-00-00,0,1162605
1162606,1162606,我孫子町,,,11626,27,558-0014,,135.50667,34.601873,0000-00-00,0000-00-00,0,1162606
1162607,1162607,杉本町,,,11626,27,558-0022,,135.503034,34.593113,0000-00-00,0000-00-00,0,1162607
1162608,1162608,浅香,,,11626,27,590-0012,,135.502423,34.585303,0000-00-00,0000-00-00,0,1162608
1162609,1162609,堺市,,,11626,27,590-0013,,135.498644,34.577765,0000-00-00,0000-00-00,0,1162609
1162610,1162610,三国ケ丘,,,11626,27,590-0024,,135.492743,34.566319,0000-00-00,0000-00-00,0,1162610
1162611,1162611,百舌鳥,,,11626,27,590-0802,,135.488934,34.558322,0000-00-00,0000-00-00,0,1162611
1162612,1162612,上野芝,,,11626,27,593-8301,,135.478026,34.549484,0000-00-00,0000-00-00,0,1162612
1162613,1162613,津久野,,,11626,27,593-8322,,135.468108,34.542287,0000-00-00,0000-00-00,0,1162613
1162614,1162614,鳳,,,11626,27,593-8324,,135.458734,34.531674,0000-00-00,0000-00-00,0,1162614
1162615,1162615,富木,,,11626,27,592-0013,,135.451171,34.522534,0000-00-00,0000-00-00,0,1162615
1162616,1162616,北信太,,,11626,27,594-0003,,135.441506,34.510671,0000-00-00,0000-00-00,0,1162616
1162617,1162617,信太山,,,11626,27,594-0083,,135.432895,34.500183,0000-00-00,0000-00-00,0,1162617
1162618,1162618,和泉府中,,,11626,27,594-0071,,135.423891,34.48794,0000-00-00,0000-00-00,0,1162618
1162619,1162619,久米田,,,11626,27,596-0812,,135.405384,34.46574,0000-00-00,0000-00-00,0,1162619
1162620,1162620,下松,,,11626,27,596-0823,,135.39683,34.457344,0000-00-00,0000-00-00,0,1162620
1162621,1162621,東岸和田,,,11626,27,596-0825,,135.385859,34.449341,0000-00-00,0000-00-00,0,1162621
1162622,1162622,東貝塚,,,11626,27,597-0033,,135.373055,34.440051,0000-00-00,0000-00-00,0,1162622
1162623,1162623,和泉橋本,,,11626,27,597-0043,,135.358762,34.427379,0000-00-00,0000-00-00,0,1162623
1162624,1162624,東佐野,,,11626,27,598-0072,,135.350138,34.416744,0000-00-00,0000-00-00,0,1162624
1162625,1162625,熊取,,,11626,27,590-0401,,135.341086,34.406048,0000-00-00,0000-00-00,0,1162625
1162626,1162626,日根野,,,11626,27,598-0021,,135.331309,34.39075,0000-00-00,0000-00-00,0,1162626
1162627,1162627,長滝,,,11626,27,598-0034,,135.319574,34.381865,0000-00-00,0000-00-00,0,1162627
1162628,1162628,新家,,,11626,27,590-0503,,135.299076,34.372405,0000-00-00,0000-00-00,0,1162628
1162629,1162629,和泉砂川,,,11626,27,590-0522,,135.281242,34.360289,0000-00-00,0000-00-00,0,1162629
1162630,1162630,和泉鳥取,,,11626,27,599-0204,,135.263238,34.342538,0000-00-00,0000-00-00,0,1162630
1162631,1162631,山中渓,,,11626,27,599-0214,,135.269741,34.325534,0000-00-00,0000-00-00,0,1162631
1162632,1162632,紀伊,,,11626,30,649-6331,,135.246179,34.269213,0000-00-00,0000-00-00,0,1162632
1162633,1162633,六十谷,,,11626,30,640-8482,,135.207116,34.26244,0000-00-00,0000-00-00,0,1162633
1162634,1162634,紀伊中ノ島,,,11626,30,640-8392,,135.190223,34.242894,0000-00-00,0000-00-00,0,1162634
1162635,1162635,和歌山,,,11626,30,640-8331,,135.191454,34.232436,0000-00-00,0000-00-00,0,1162635
1162701,1162614,鳳,,,11627,27,593-8324,,135.458734,34.531674,0000-00-00,0000-00-00,0,1162701
1162702,1162702,東羽衣,,,11627,27,592-0003,,135.442824,34.535029,0000-00-00,0000-00-00,0,1162702
1162801,1162626,日根野,,,11628,27,598-0021,,135.331309,34.39075,0000-00-00,0000-00-00,0,1162801
1162802,1162802,りんくうタウン,,,11628,27,598-0048,,135.300117,34.410308,0000-00-00,0000-00-00,0,1162802
1162803,1162803,関西空港,,,11628,27,549-0011,,135.243419,34.436,0000-00-00,0000-00-00,0,1162803
1162901,1160213,新大阪,,,11629,27,532-0011,,135.501852,34.734136,0000-00-00,0000-00-00,0,1162901
1162902,1160214,大阪,,,11629,27,530-0001,,135.495188,34.702398,0000-00-00,0000-00-00,0,1162902
1162903,1160303,尼崎,,,11629,28,660-0808,,135.431685,34.731791,0000-00-00,0000-00-00,0,1162903
1162904,1162904,塚口,,,11629,28,661-0011,,135.424948,34.751028,0000-00-00,0000-00-00,0,1162904
1162905,1162905,猪名寺,,,11629,28,661-0981,,135.422598,34.764086,0000-00-00,0000-00-00,0,1162905
1162906,1162906,伊丹,,,11629,28,664-0846,,135.421686,34.78065,0000-00-00,0000-00-00,0,1162906
1162907,1162907,北伊丹,,,11629,28,664-0831,,135.419326,34.801349,0000-00-00,0000-00-00,0,1162907
1162908,1162908,川西池田,,,11629,28,666-0021,,135.409901,34.824857,0000-00-00,0000-00-00,0,1162908
1162909,1162909,中山寺,,,11629,28,665-0874,,135.373993,34.816627,0000-00-00,0000-00-00,0,1162909
1162910,1162910,宝塚,,,11629,28,665-0845,,135.340399,34.811562,0000-00-00,0000-00-00,0,1162910
1162911,1162911,生瀬,,,11629,28,669-1101,,135.325058,34.819159,0000-00-00,0000-00-00,0,1162911
1162912,1162912,西宮名塩,,,11629,28,669-1134,,135.308871,34.827125,0000-00-00,0000-00-00,0,1162912
1162913,1162913,武田尾,,,11629,28,669-1231,,135.305838,34.855316,0000-00-00,0000-00-00,0,1162913
1162914,1162914,道場,,,11629,28,669-1161,,135.255528,34.867303,0000-00-00,0000-00-00,0,1162914
1162915,1162915,三田,,,11629,28,669-1528,,135.22979,34.888787,0000-00-00,0000-00-00,0,1162915
1162916,1162916,新三田,,,11629,28,669-1313,,135.20861,34.910183,0000-00-00,0000-00-00,0,1162916
1162917,1162917,広野,,,11629,28,669-1331,,135.191267,34.928424,0000-00-00,0000-00-00,0,1162917
1162918,1162918,相野,,,11629,28,669-1345,,135.155998,34.947482,0000-00-00,0000-00-00,0,1162918
1162919,1162919,藍本,,,11629,28,669-1358,,135.155533,34.977041,0000-00-00,0000-00-00,0,1162919
1162920,1162920,草野,,,11629,28,669-2113,,135.1524,34.996887,0000-00-00,0000-00-00,0,1162920
1162921,1162921,古市,,,11629,28,669-2123,,135.154808,35.021932,0000-00-00,0000-00-00,0,1162921
1162922,1162922,南矢代,,,11629,28,669-2102,,135.174875,35.037697,0000-00-00,0000-00-00,0,1162922
1162923,1162923,篠山口,,,11629,28,669-2212,,135.177452,35.056223,0000-00-00,0000-00-00,0,1162923
